split,transcript_id,has_min,has_use,discursive_gap,first_min_turn_id,first_use_turn_id,gap_distance
creatives,creativity_0073,False,True,False,,5.0,
creatives,creativity_0074,False,True,False,,3.0,
creatives,creativity_0075,False,False,False,,,
creatives,creativity_0076,False,False,False,,,
creatives,creativity_0077,False,True,False,,4.0,
creatives,creativity_0078,False,False,False,,,
creatives,creativity_0079,False,False,False,,,
creatives,creativity_0080,False,False,False,,,
creatives,creativity_0081,False,True,False,,5.0,
creatives,creativity_0082,False,True,False,,5.0,
creatives,creativity_0083,False,False,False,,,
creatives,creativity_0084,False,False,False,,,
creatives,creativity_0085,False,True,False,,5.0,
creatives,creativity_0086,False,True,False,,5.0,
creatives,creativity_0087,False,True,False,,3.0,
creatives,creativity_0088,False,True,False,,5.0,
creatives,creativity_0089,False,False,False,,,
creatives,creativity_0090,False,True,False,,3.0,
creatives,creativity_0091,False,True,False,,3.0,
creatives,creativity_0092,True,False,False,5.0,,
creatives,creativity_0093,False,True,False,,4.0,
creatives,creativity_0094,False,False,False,,,
creatives,creativity_0095,False,False,False,,,
creatives,creativity_0096,False,False,False,,,
creatives,creativity_0097,False,False,False,,,
creatives,creativity_0098,False,False,False,,,
creatives,creativity_0099,False,False,False,,,
creatives,creativity_0100,True,True,True,6.0,4.0,-2.0
creatives,creativity_0101,False,False,False,,,
creatives,creativity_0102,False,False,False,,,
creatives,creativity_0103,False,True,False,,5.0,
creatives,creativity_0104,True,False,False,9.0,,
creatives,creativity_0105,False,True,False,,5.0,
creatives,creativity_0106,False,False,False,,,
creatives,creativity_0107,False,False,False,,,
creatives,creativity_0108,False,False,False,,,
creatives,creativity_0109,False,True,False,,3.0,
creatives,creativity_0110,False,False,False,,,
creatives,creativity_0111,True,True,True,11.0,12.0,1.0
creatives,creativity_0112,False,True,False,,3.0,
creatives,creativity_0113,False,False,False,,,
creatives,creativity_0114,False,False,False,,,
creatives,creativity_0115,False,False,False,,,
creatives,creativity_0116,False,False,False,,,
creatives,creativity_0117,False,False,False,,,
creatives,creativity_0118,False,False,False,,,
creatives,creativity_0119,False,True,False,,6.0,
creatives,creativity_0120,False,False,False,,,
creatives,creativity_0121,False,False,False,,,
creatives,creativity_0122,False,False,False,,,
creatives,creativity_0123,True,True,True,8.0,6.0,-2.0
creatives,creativity_0124,False,False,False,,,
scientists,science_0000,False,False,False,,,
scientists,science_0001,False,False,False,,,
scientists,science_0002,False,False,False,,,
scientists,science_0003,False,False,False,,,
scientists,science_0004,True,False,False,6.0,,
scientists,science_0005,False,True,False,,4.0,
scientists,science_0006,False,False,False,,,
scientists,science_0007,False,True,False,,3.0,
scientists,science_0008,False,False,False,,,
scientists,science_0009,False,False,False,,,
scientists,science_0010,False,False,False,,,
scientists,science_0011,False,False,False,,,
scientists,science_0012,False,False,False,,,
scientists,science_0013,False,False,False,,,
scientists,science_0014,False,False,False,,,
scientists,science_0015,False,False,False,,,
scientists,science_0016,False,False,False,,,
scientists,science_0017,False,False,False,,,
scientists,science_0018,False,False,False,,,
scientists,science_0019,False,True,False,,8.0,
scientists,science_0020,False,False,False,,,
scientists,science_0021,False,False,False,,,
scientists,science_0022,False,False,False,,,
scientists,science_0023,False,False,False,,,
scientists,science_0024,True,True,True,5.0,3.0,-2.0
scientists,science_0025,False,False,False,,,
scientists,science_0026,False,False,False,,,
scientists,science_0027,False,False,False,,,
scientists,science_0028,False,False,False,,,
scientists,science_0029,False,False,False,,,
scientists,science_0030,False,False,False,,,
scientists,science_0031,False,False,False,,,
scientists,science_0032,False,False,False,,,
scientists,science_0033,True,True,True,12.0,5.0,-7.0
scientists,science_0034,False,False,False,,,
scientists,science_0035,True,False,False,7.0,,
scientists,science_0036,False,False,False,,,
scientists,science_0037,False,False,False,,,
scientists,science_0038,False,True,False,,8.0,
scientists,science_0039,False,True,False,,5.0,
scientists,science_0040,False,True,False,,4.0,
scientists,science_0041,False,True,False,,7.0,
scientists,science_0042,False,False,False,,,
scientists,science_0043,False,False,False,,,
scientists,science_0044,False,False,False,,,
scientists,science_0045,False,False,False,,,
scientists,science_0046,False,False,False,,,
scientists,science_0047,False,False,False,,,
scientists,science_0048,False,False,False,,,
scientists,science_0049,False,True,False,,3.0,
scientists,science_0050,True,False,False,5.0,,
scientists,science_0051,False,False,False,,,
scientists,science_0052,True,True,True,6.0,7.0,1.0
scientists,science_0053,True,True,True,4.0,7.0,3.0
scientists,science_0054,False,False,False,,,
scientists,science_0055,False,False,False,,,
scientists,science_0056,False,False,False,,,
scientists,science_0057,True,False,False,8.0,,
scientists,science_0058,False,True,False,,4.0,
scientists,science_0059,False,False,False,,,
scientists,science_0060,False,True,False,,3.0,
scientists,science_0061,True,True,True,5.0,4.0,-1.0
scientists,science_0062,False,False,False,,,
scientists,science_0063,False,False,False,,,
scientists,science_0064,False,False,False,,,
scientists,science_0065,False,False,False,,,
scientists,science_0066,False,False,False,,,
scientists,science_0067,True,True,True,3.0,4.0,1.0
scientists,science_0068,False,False,False,,,
scientists,science_0069,False,False,False,,,
scientists,science_0070,False,False,False,,,
scientists,science_0071,False,False,False,,,
scientists,science_0072,False,True,False,,3.0,
scientists,science_0073,True,True,True,6.0,4.0,-2.0
scientists,science_0074,False,False,False,,,
scientists,science_0075,False,False,False,,,
scientists,science_0076,False,False,False,,,
scientists,science_0077,False,False,False,,,
scientists,science_0078,False,False,False,,,
scientists,science_0079,True,False,False,7.0,,
scientists,science_0080,False,False,False,,,
scientists,science_0081,False,False,False,,,
scientists,science_0082,True,True,True,3.0,6.0,3.0
scientists,science_0083,False,False,False,,,
scientists,science_0084,False,False,False,,,
scientists,science_0085,False,False,False,,,
scientists,science_0086,False,True,False,,4.0,
scientists,science_0087,False,False,False,,,
scientists,science_0088,False,False,False,,,
scientists,science_0089,False,True,False,,5.0,
scientists,science_0090,False,False,False,,,
scientists,science_0091,True,True,True,5.0,4.0,-1.0
scientists,science_0092,False,False,False,,,
scientists,science_0093,False,False,False,,,
scientists,science_0094,False,False,False,,,
scientists,science_0095,False,False,False,,,
scientists,science_0096,False,False,False,,,
scientists,science_0097,False,False,False,,,
scientists,science_0098,False,False,False,,,
scientists,science_0099,False,False,False,,,
scientists,science_0100,False,False,False,,,
scientists,science_0101,False,False,False,,,
scientists,science_0102,False,True,False,,4.0,
scientists,science_0103,False,False,False,,,
scientists,science_0104,False,False,False,,,
scientists,science_0105,False,True,False,,4.0,
scientists,science_0106,False,False,False,,,
scientists,science_0107,False,False,False,,,
scientists,science_0108,False,True,False,,4.0,
scientists,science_0109,False,False,False,,,
scientists,science_0110,False,False,False,,,
scientists,science_0111,False,False,False,,,
scientists,science_0112,False,False,False,,,
scientists,science_0113,True,False,False,5.0,,
scientists,science_0114,False,True,False,,7.0,
scientists,science_0115,False,False,False,,,
scientists,science_0116,True,True,True,4.0,5.0,1.0
scientists,science_0117,False,False,False,,,
scientists,science_0118,False,False,False,,,
scientists,science_0119,False,False,False,,,
scientists,science_0120,False,False,False,,,
scientists,science_0121,False,False,False,,,
scientists,science_0122,False,False,False,,,
scientists,science_0123,False,True,False,,4.0,
scientists,science_0124,False,False,False,,,
